thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T240248,Uber_Support,there is only UberX option and Taxi.. i want more space,Happy to clarify - you can always have another person request a ride to accommodate all the people in your party.,2017-10-04 19:48:57+00:00,other,weak_keyword_rule
T2035955,SpotifyCares,"I had an album saved to my music, then un-saved it but want to undo that. Any way to get it back? I can't find it in search...",Hi there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest,2017-11-07 19:55:50+00:00,other,weak_keyword_rule
T1159176,AppleSupport,Yes..still battery runs out too quickly,Got it. Go ahead and send us a DM of your Settings > Battery > Battery Usage and we can continue to work together.,2017-10-15 18:58:00+00:00,other,weak_keyword_rule
T1740076,SpotifyCares,And the song is not available in the list anymore! #help,Hey there! Can you send us the link to the playlist? We'll take a look backstage,2017-11-07 15:34:19+00:00,other,weak_keyword_rule
T1429565,Delta,"Not trying to be rude, but that sounds a bit condescending. I have 4 flights with you coming up. How are you going to be better?",...the inconvenience this is causing. *ALA 2/2,2017-11-02 07:02:43+00:00,other,weak_keyword_rule
T1244061,SpotifyCares,try and play a song. It will not play and it is not giving an error either. It does it on both my laptop and phone.,"Got it. Can you let us know the devices, OS, and Spotify version you're using? We'll see what we can suggest",2017-10-16 19:07:57+00:00,technical_issue,weak_keyword_rule
T1617964,AppleSupport,OMG.Within hrs updating iOS11.1 mob got locked wid apple sy.Was forced to do factory reset.had bkup but this shouldn’t have happened,We want to help. Send us a DM and let us know which country you are located in.,2017-11-05 14:32:31+00:00,other,weak_keyword_rule
T109121,Uber_Support,No one has reached me yet,"Please navigate to the help tab of your app, we have followed up a couple hours ago. We will continue working with you there. Thanks!",2017-11-23 19:52:08+00:00,other,weak_keyword_rule
T1940544,AppleSupport,Don’t think I’ve gone a day without my iPhone jamming since the last update absolutely embarrassing from u lot,We're here to help with any issues you may be having. Select the following link to join us in a DM to get started.,2017-10-29 21:17:57+00:00,other,weak_keyword_rule
T1096917,AppleSupport,"iPhone 11.03- icons are at the bottom of my lock screen, I can’t delete more than 5 emails at a time without freezing-help",We're here for you! Let's begin by restarting using these steps: Let us know if there's any change.,2017-10-23 21:52:30+00:00,technical_issue,weak_keyword_rule
T887929,SpotifyCares,I already whacked you out from my iphone. Spotify so malicious dispicable! Kicks out so disrespectful of,"We're sorry you feel that way. If there's anything else we can help with, just drop us a tweet. We'll be right here for you",2017-10-20 23:22:44+00:00,security_fraud,weak_keyword_rule
T62370,AmazonHelp,Amazon Restaurants? This has nothing to do w/ Amazon Restaurants. This has to do w/ your carrier service failing miserably TWICE.,"Sorry about that. The link ^SH posted is to contact us, at to look into available options for the late orders.",2017-11-26 01:26:00+00:00,other,weak_keyword_rule
T1596799,Delta,Two solid flights from today. ✈️🙌🏻 Time to explore Dallas before the Boys tomorrow.,I am glad to hear this! Enjoy your stay. :),2017-11-04 22:23:49+00:00,other,weak_keyword_rule
T2157774,Delta,Hey I waited almost two hours for a callback. finally got it but didn't get the issue resolved and then your rep hung up on me when placing me on hold. Now I have to wait another hour to two hours on hold?,"Yikes, I apologize for the long hold time. Please follow and DM us with your request.",2017-11-09 03:39:09+00:00,other,weak_keyword_rule
T2890080,Delta,"Hi . I'm trying to call the Diamond line using Skype b/c I'm in Thailand to check on something for my flight back home tmrw & I'm not able to hear much of anything, nor does it hear me. Any tips on how to get in touch?","Hi, Iman. Please DM your ticket number and the SkyMiles number. I can connect you with the Medallion desk.",2017-11-28 14:26:51+00:00,other,weak_keyword_rule
T1933102,AppleSupport,iOS 11 on my 6s is painfully slow. Please fix!,We're here to help you. DM us the exact version of iOS you're running under Settings > General > About.,2017-10-28 21:41:31+00:00,other,weak_keyword_rule
T825549,AppleSupport,guys - this is stuck here. #iOS11,"Thanks for reaching out. If you play a new song from the Music app, are you able to control it from the Lock screen?",2017-10-13 00:48:53+00:00,other,weak_keyword_rule
T584589,AmazonHelp,When I try to go through claim it says I need to agree to return the item. How can I return something that is missing??????,Understandable. Please use the link previously provided to you so we can best assist :),2017-12-03 14:44:29+00:00,other,weak_keyword_rule
T1963837,AppleSupport,"Ever since I updated my phone my auto correct is whack. Like no iPhone, I didn’t mean to type “Judy” I meant to type “the”",Check out this page of the User Guide for help with spelling options: DM us if you have any questions.,2017-10-31 03:24:00+00:00,other,weak_keyword_rule
T2356940,Uber_Support,over charged me $100+ for a ride i never even took.............. 😒 #givememymoneyback,Sorry to hear about that. Send us a note here - so our team can connect.,2017-11-13 19:28:34+00:00,billing_refund,weak_keyword_rule
T2953636,AmazonHelp,"Mi chiedo perché prometta un “prime” per poi affidarsi a #posteitaliane i cui operatori, per ragioni che non conosco, fingono di essere passati per la consegna costringendo quindi il Cliente al ritiro presso ufficio postale.",mi spiace! Hai segnalato l'accaduto al nostro Serivizio Clienti?,2017-11-29 18:27:00+00:00,other,weak_keyword_rule
T2449658,AmazonHelp,Any news on Amazon Wardrobe?,"I'm sorry, we don't have updates on future releases. For the most up to date information, go here:",2017-10-29 16:28:00+00:00,other,weak_keyword_rule
T1485410,AppleSupport,Soooo imma need you to fix this question mark shit. On da set!!,We'd like to help the best we can. DM us which Apple device you are using and we'll go from there.,2017-11-03 03:51:00+00:00,other,weak_keyword_rule
T2360601,SpotifyCares,"Also I still wish they would bring back the ability to shuffle all the songs in a folder, across multiple playlists.","2: As for shuffling songs in a folder, we'd recommend sharing your thoughts here: 💚",2017-11-13 20:58:01+00:00,other,weak_keyword_rule
T2104563,Delta,"Thanks! I know this is rare and unusual, which is why I wanted to bring it to your attention.",You're welcome.,2017-11-30 23:53:11+00:00,other,weak_keyword_rule
T41562,AppleSupport,"any way at all of reducing the amount of storage Mail takes up on your hard disk? “Load remote content” is off. I also have a 125GB MacBook Air 😩. The only actual files on my computer are mail files, literally everything else is on DropBox",Which version of macOS is running on your MacBook Air? Send us a DM and let us know.,2017-10-31 19:26:01+00:00,other,weak_keyword_rule
T1377145,Uber_Support,Been on the ride for 20 minutes already! He JUST got in the highway!!! It was FREAKING DOWN THE STREET!!!!!!,We apologize for the trouble! Please contact us via so our team can connect.,2017-10-28 02:59:35+00:00,other,weak_keyword_rule
T2702012,AmazonHelp,No I didn’t as I was ordering all 3 items for myself. The other 2 cds have come through fine. Just not this 1,"We'd like to take a closer look at this for you. When you have a chance, please reach us via phone or chat here:",2017-11-19 21:48:00+00:00,other,weak_keyword_rule
T1892457,AppleSupport,So cool that my 2.5-year-old laptop that was working fine before the OS upgrade seizes up every time I dare to use 2 apps at the same time!😍,Hi. We'll be glad to check into this with you. We want your Mac to respond quickly and nimbly. Shoot us a DM and let's talk:,2017-10-22 23:21:27+00:00,other,weak_keyword_rule
T2253929,Uber_Support,Hey I️ had two drivers cancel on me and one called me back to say I️ was rude(he was a mile away from my pickup locations). I️ don’t like this. Love your service but come on!’,Here to help! Send us a note at so our team can connect right away.,2017-11-11 04:44:54+00:00,other,weak_keyword_rule
T1883064,AppleSupport,Hey I can’t even use my phone without yelling at it. iOS 11 really jacked my phone up....... help 😭,Definitely not what we want you to experience. We'd love to help resolve any issues. Please DM us to proceed.,2017-10-23 02:06:31+00:00,other,weak_keyword_rule
T2754835,Uber_Support,So someone steals my NZ bank card details in the UK and orders $2000 worth of across different cities and then thank me for my purchases! Would you not think that is odd buying behaviour ? How can i get in contact with you? #uber #UberEATS,"Here to help, Alex! Please send us a note at and we'll be happy to look into this for you.",2017-11-20 21:13:11+00:00,other,weak_keyword_rule
T2253917,Uber_Support,I need a 🥛Artic circle on uber eats?,You can see our hours and delivery area at,2017-11-11 04:52:34+00:00,other,weak_keyword_rule
T1660115,Uber_Support,does negative balances in uber get transferred to my bank account?,"Happy to help! Send us a note here, and our team will follow up.",2017-11-06 05:36:47+00:00,other,weak_keyword_rule
T1698442,AppleSupport,Thank you,You are very welcome. Reach out to us if you need any more assistance.,2017-11-07 00:53:26+00:00,other,weak_keyword_rule
T2814996,Uber_Support,"I just tried UberEats and the food was awful. Not only did they forget items on the order, give us cold and soggy food, but then when I complained they refused to refund the order. Looks like they treat their customers almost as poorly as their employees.",Sorry for the trouble! Please send us a DM with your email address and phone number so we can connect.,2017-11-27 02:44:52+00:00,billing_refund,weak_keyword_rule
T183603,AmazonHelp,Still not get the proper resolution,"I'm afraid, the resolution provided over email is the best we could offer at this time.",2017-10-04 07:53:12+00:00,other,weak_keyword_rule
T1733111,AmazonHelp,"Hi - They worked fine at first, and then the remote has broken (i think) as it keeps pausing my music, skipping songs etc. 1/2",Can you contact us here:,2017-11-07 13:48:31+00:00,technical_issue,weak_keyword_rule
